"","PlantID","PlantName","OperatorName","OperatorID","State","County","NameplateCapacityMWSum","NetGenerationMWSum","CapacityFactor"
"5414",3416,"South Holston","Tennessee Valley Authority","18642","TN","Sullivan",38.5,1246,0.369447903694479
"5442",3439,"Laredo","Topaz Power Group GP II, LLC","49979","TX","Webb",263.6,173217,7.50137713846218
"5449",3452,"Lake Hubbard","Luminant Generation Company LLC","55983","TX","Dallas",927.5,275420,3.38982633632414
"5451",3453,"Mountain Creek","Mountain Creek Power, LLC","62026","TX","Dallas",852.2,408655,5.47408051575348
"5471",3464,"Greens Bayou","NRG Texas Power LLC","54888","TX","Harris",878.4,48969,0.636392132644659
"5483",3469,"T H Wharton","NRG Texas Power LLC","54888","TX","Harris",1189.9,572456,5.49196221930318
"5509",3476,"Knox Lee","Southwestern Electric Power Co","17698","TX","Gregg",427,142855,3.81912140557997
"5512",3477,"Lone Star","Southwestern Electric Power Co","17698","TX","Morris",40,5917,1.68864155251142
"5513",3478,"Wilkes","Southwestern Electric Power Co","17698","TX","Marion",882,577375,7.47283312107187
"5527",3490,"Graham","Luminant Generation Company LLC","55983","TX","Young",634.7,131164,2.35907662844345
"5529",3491,"Handley","Exelon Power","6035","TX","Tarrant",1314.8,757356,6.57561335439319
"5532",3492,"Morgan Creek","Luminant Generation Company LLC","55983","TX","Mitchell",536.4,9111,0.193897929371865
"5538",3494,"Permian Basin","Luminant Generation Company LLC","55983","TX","Ward",447,66529,1.69902342353386
"5543",3504,"Stryker Creek","Luminant Generation Company LLC","55983","TX","Cherokee",713.4,115130,1.84226157330066
"5550",3507,"Trinidad (TX)","Luminant Generation Company LLC","55983","TX","Henderson",243.3,40265,1.88921544891682
"5559",3559,"Silas Ray","Brownsville Public Utilities Board","2409","TX","Cameron",146.4,40928,3.19135663847094
"5570",3561,"Bryan (TX)","City of Bryan - (TX)","2442","TX","Brazos",22,549,0.284869240348692
"5571",3576,"Ray Olinger","City of Garland - (TX)","6958","TX","Collin",427.7,80947,2.160515574972
"5580",3584,"H 5","Guadalupe Blanco River Authority","7751","TX","Gonzales",2.4,0,0
"5586",3595,"Buchanan Dam (TX)","Lower Colorado River Authority","11269","TX","Llano",54.9,40108,8.33977925826118
"5589",3597,"Granite Shoals","Lower Colorado River Authority","11269","TX","Burnet",54,46958,9.92685607982412
"5592",3599,"Marble Falls","Lower Colorado River Authority","11269","TX","Burnet",39.6,16647,4.79884461048845
"5600",3602,"Ty Cooke","City of Lubbock - (TX)","11292","TX","Lubbock",138.1,9170,0.758004093387427
"5607",3609,"Leon Creek","City of San Antonio - (TX)","16604","TX","Bexar",229.6,201102,9.99862775046537
"5613",3612,"V H Braunig","City of San Antonio - (TX)","16604","TX","Bexar",1138,577110,5.78911572814599
"5620",3628,"R W Miller","Brazos Electric Power Coop Inc","2172","TX","Palo Pinto",603.6,402062,7.60395768463799
"5661",3648,"Gadsby","PacifiCorp","14354","UT","Salt Lake",492.1,59310,1.37584798723948
"5668",3655,"Olmstead","PacifiCorp","14354","UT","Utah",10.3,0,0
"5677",3665,"Bountiful City","City of Bountiful","2010","UT","Davis",30.4,20513,7.70285087719298
"5685",3676,"Manti Upper","City of Manti - (UT)","11588","UT","Sanpete",1.6,1400,9.98858447488585
"5699",3708,"Ascutney","Green Mountain Power Corp","7601","VT","Windsor",13.2,252,0.217932752179328
"5719",3723,"Rutland","Green Mountain Power Corp","7601","VT","Rutland",13.2,330,0.285388127853881
"5726",3734,"Berlin 5","Green Mountain Power Corp","7601","VT","Washington",41.8,963,0.262994035524677
"5727",3735,"Colchester 16","Green Mountain Power Corp","7601","VT","Chittenden",18,169,0.107179096905124
"5750",3754,"Burlington GT","City of Burlington Electric - (VT)","2548","VT","Chittenden",25.5,485,0.217118810994718
"5780",3780,"Smith Mountain","Appalachian Power Co","733","VA","Pittsylvania",547.5,52415,1.09286712120264
"5785",3782,"Bayview","Calpine Mid-Atlantic Generation LLC","56609","VA","Northampton",12,2949,2.80536529680365
"5791",3785,"Tasley","Calpine Mid-Atlantic Generation LLC","56609","VA","Accomack",27,768,0.324708269913749
"5798",3796,"Bremo Bluff","Virginia Electric & Power Co","19876","VA","Fluvanna",254.2,14083,0.63243446177281
"5808",3798,"Cushaw","Cushaw Hydro LLC","61891","VA","Amherst",7.5,1710,2.6027397260274
"5813",3799,"Low Moor","Virginia Electric & Power Co","19876","VA","Alleghany",82.8,2916,0.402025014889815
"5817",3800,"Northern Neck","Virginia Electric & Power Co","19876","VA","Richmond",82.8,2525,0.348118368517416
"5821",3803,"Chesapeake","Virginia Electric & Power Co","19876","VA","Chesapeake City",67.4,1529,0.258966437678685
"5839",3809,"Yorktown","Virginia Electric & Power Co","19876","VA","York",1257,626058,5.68558537940955
"5847",3826,"Martinsville","City of Martinsville - (VA)","11770","VA","Henry",1.3,647,5.68141903758342
"5873",3853,"Crystal Mountain","Puget Sound Energy Inc","15500","WA","Pierce",2.7,71,0.300186030779638
"6093",3976,"Gordon","Dahlberg Light & Power Co","4715","WI","Douglas",7,0,0
"6112",3992,"Blount Street","Madison Gas & Electric Co","11479","WI","Dane",100,25584,2.92054794520548
"6133",4005,"French Island","Northern States Power Co - Minnesota","13781","WI","La Crosse",188,53869,3.27097299135335
"6155",4014,"Wheaton","Northern States Power Co - Minnesota","13781","WI","Chippewa",300.2,22990,0.874226923299231
"6224",4057,"Rock River","Wisconsin Power & Light Co","20856","WI","Rock",168.9,11726,0.792530772578949
"6228",4059,"Sheepskin","Wisconsin Power & Light Co","20856","WI","Rock",41.7,2148,0.588022732498932
"6257",4076,"West Marinette","Wisconsin Public Service Corp","20860","WI","Marinette",187.1,83708,5.1072729890738
"6277",4100,"Arcadia Electric","City of Arcadia - (WI)","765","WI","Trempealeau",16.9,183,0.123611899165113
"6287",4102,"Barron","City of Barron - (WI)","1278","WI","Barron",8.6,280,0.371668259530636
"6295",4107,"Cashton","Village of Cashton - (WI)","3156","WI","Monroe",3.5,0,0
"6298",4112,"Cumberland (WI)","City of Cumberland - (WI)","4627","WI","Barron",21.9,140,0.0729759596338692
"6306",4113,"Elroy","City of Elroy - (WI)","5834","WI","Juneau",6.6,33,0.0570776255707763
"6309",4114,"Fennimore","City of Fennimore - (WI)","6274","WI","Grant",7.4,13,0.0200543008762187
"6314",4118,"Kaukauna Gas Turbine","City of Kaukauna","10056","WI","Outagamie",18,2013,1.27663622526636
"6324",4124,"La Farge","La Farge Municipal Electric Co","10525","WI","Vernon",1.5,0,0
"6328",4130,"New Lisbon","City of New Lisbon","13466","WI","Juneau",8.3,21,0.0288826539032844
"6332",4139,"Viola","Village of Viola - (WI)","19867","WI","Richland",1.8,0,0
"6339",4148,"Washington Island","Washington Island El Coop, Inc","20153","WI","Door",5,235,0.536529680365297
"6367",4195,"Powerlane Plant","City of Greenville - (TX)","7634","TX","Hunt",112.2,32019,3.25769784875345
"6379",4251,"Logan City","City of Logan - (UT)","11135","UT","Cache",15.9,1426,1.02380747250223
"6382",4256,"Walnut","Turlock Irrigation District","19281","CA","Stanislaus",49.8,10,0.00229227411930828
"6384",4257,"Easton 2","Easton Utilities Comm","5625","MD","Talbot",38.8,2698,0.793790895824507
"6398",4266,"Spencer","City of Garland - (TX)","6958","TX","Denton",126.5,9377,0.846192719331492
"6409",4940,"Riverside (OK)","Public Service Co of Oklahoma","15474","OK","Tulsa",1121.7,604262,6.14956587013433
"6417",5083,"Cumberland (NJ)","Calpine New Jersey Generation LLC","56606","NJ","Cumberland",231.2,198482,9.80007031015468
"6429",6006,"Racine","AEP Generation Resources Inc","58620","OH","Meigs",47.4,16605,3.99904629790186
"6439",6013,"Olive","City of Burbank Water and Power","2507","CA","Los Angeles",109.7,0,0
"6472",6035,"Greenwood (MI)","DTE Electric Company","5109","MI","St Clair",1071.3,806796,8.59703164379725
"6506",6046,"DeBary","Duke Energy Florida, LLC","6455","FL","Volusia",748,48978,0.747472712621786
"6518",6049,"West Tisbury Generating Facility","GenOn Canal, LLC","21461","MA","Dukes",5.4,715,1.51150008455945
"6532",6058,"Cascade Creek","Rochester Public Utilities","16181","MN","Olmsted",84.9,34789,4.67767612716545
"6534",6060,"Coachella","Imperial Irrigation District","9216","CA","Riverside",92.4,2790,0.344689557018324
"6538",6063,"Electrifarm","MidAmerican Energy Co","12341","IA","Black Hawk",264.1,5538,0.239375910951124
"6565",6074,"Greenwood (MO)","KCP&L Greater Missouri Operations Co","56211","MO","Jackson",261.8,14661,0.639278127191101
"6576",6081,"Stony Brook","Massachusetts Mun Wholes Electric Co","11806","MA","Hampden",534.6,110102,2.35105152659693
"6599",6087,"Wallace Dam","Georgia Power Co","7140","GA","Hancock",321.2,30122,1.07054311173283
"6605",6088,"North Loop","Tucson Electric Power Co","24211","AZ","Pima",107.8,7898,0.836361942037089
"6615",6092,"Spirit Mound","Basin Electric Power Coop","1307","SD","Clay",135,819,0.0692541856925419
"6654",6120,"Whitehorn","Puget Sound Energy Inc","15500","WA","Whatcom",169.2,28556,1.92660599976251
"6657",6124,"McIntosh","Georgia Power Co","7140","GA","Effingham",988,58476,0.675641949975043
"6666",6125,"Shrewsbury","Town of Shrewsbury - (MA)","17127","MA","Worcester",14,742,0.605022831050228
"6682",6130,"Carters","USCE-Mobile District","27813","GA","Murray",500,160893,3.67335616438356
"6690",6132,"Richard B Russell","USCE-Savannah District","19375","GA","Elbert",628,442696,8.04714539161795
"6709",6140,"Clarence Cannon","USCE-St Louis District","26618","MO","Ralls",58,47860,9.41977641316328
"6711",6141,"Harry Truman","USCE-Kansas City District","25477","MO","Benton",161.4,140111,9.90979330402359
"6741",6156,"New Haven Harbor","PSEG Power Connecticut LLC","15452","CT","New Haven",641.5,31999,0.569423831843888
"6865",6206,"Tacoma","Public Service Co of Colorado","15466","CO","La Plata",4.6,3583,8.89170140956919
"6867",6207,"Ames Hydro","Public Service Co of Colorado","15466","CO","San Miguel",3.6,2295,7.27739726027397
"6870",6210,"Northeast (WA)","Avista Corp","20169","WA","Spokane",61.8,1515,0.279846610808175
"6871",6211,"Dynegy Oakland Power Plant","Dynegy Oakland, LLC","54803","CA","Alameda",223.5,3852,0.196745426128528
"6876",6220,"Durant","City of Durant - (IA)","5529","IA","Cedar",4.4,38,0.0985886259858863
"6878",6223,"Empire Energy Center","Empire District Electric Co","5860","MO","Jasper",379,117952,3.55272828038216
"6882",6229,"Mobile","Nebraska Public Power District","13337","NE","York",3.1,123,0.452938577110031
"6888",6238,"Pearl Station","Prairie Power, Inc","40307","IL","Pike",24,248,0.117960426179604
"6889",6243,"Dansby","City of Bryan - (TX)","2442","TX","Brazos",203.2,139787,7.85306106856506
"6900",6253,"Germantown","Wisconsin Electric Power Co","20847","WI","Washington",335.7,39479,1.34248887691908
"6910",6258,"Wilson","Georgia Power Co","7140","GA","Burke",321.2,4093,0.145466202653292
"6924",6281,"Kodiak Microgrid","Kodiak Electric Assn Inc","10433","AK","Kodiak Island",18.3,74,0.0461611398058737
"6929",6283,"Seldovia","Homer Electric Assn Inc","19558","AK","Kenai Peninsula",2.2,85,0.441054379410544
"6935",6286,"Fairbanks","Golden Valley Elec Assn Inc","7353","AK","Fairbanks North Star",42.2,3927,1.06229305979355
"6944",6292,"Bernice Lake","Homer Electric Assn Inc","19558","AK","Kenai Peninsula",76.7,396,0.0589380436141523
"6999",6306,"Valdez","Copper Valley Elec Assn, Inc","4329","AK","Valdez Cordova",5.4,888,1.87721968543886
"7024",6338,"St Marys IC","Alaska Village Elec Coop, Inc","221","AK","Bethel",6.5,3024,5.31085353003161
"7039",6358,"Hutchinson Plant #2","Hutchinson Utilities Comm","9130","MN","McLeod",90.5,23088,2.91228335729963
"7048",6373,"Rokeby","Lincoln Electric System","11018","NE","Lancaster",266.1,36505,1.56604188009108
"7052",6377,"Ocracoke","North Carolina El Member Corp","13683","NC","Hyde",4,122,0.348173515981735
"7064",6390,"Tangier","A & N Electric Coop","84","VA","Accomack",2.4,165,0.784817351598173
"7066",6391,"Smith Island","A & N Electric Coop","84","MD","Somerset",1.7,101,0.678216492076283
"7168",6449,"Azusa","City of Pasadena - (CA)","14534","CA","Los Angeles",3,0,0
"7183",6463,"Ames GT","City of Ames - (IA)","554","IA","Story",78.7,43,0.00623719923645077
"7246",6507,"Drop 2 (WA)","Yakama Power","56621","WA","Yakima",2.5,0,0
"7253",6515,"Valencia","UNS Electric, Inc","19728","AZ","Santa Cruz",108,3042,0.321537290715373
"7262",6517,"Keowee","Duke Energy Carolinas, LLC","5416","SC","Pickens",157.6,98140,7.10862712375125
"7264",6518,"Kings Beach","Liberty Utilities (CalPeco Electric) LLC","57222","CA","Placer",15,274,0.208523592085236
"7282",6526,"Rainbow Falls Auscble","New York State Elec & Gas Corp","13511","NY","Clinton",2.6,0,0
"7302",6554,"Waverly Municipal Electric North Plant","Waverly Municipal Elec Utility","20214","IA","Bremer",25.1,308,0.140078953592025
"7337",6565,"Berlin","Town of Berlin - (MD)","1615","MD","Worcester",9,167,0.211821410451547
"7348",6567,"Block Island","Block Island Power Co","1857","RI","Washington",7.1,44,0.0707440992989903
"7352",6579,"Johnson","City of Johnson - (KS)","9776","KS","Stanton",6,85,0.161719939117199
"7358",6584,"Stock Island","Utility Board of Key West City","50079","FL","Monroe",126.5,2141,0.193206634540762
"7365",6586,"Wilkins Station","City of Marblehead - (MA)","11624","MA","Essex",5.4,49,0.103585320480298
"7374",6619,"Burlington (CO)","Tri-State G & T Assn, Inc","30151","CO","Kit Carson",129.4,3674,0.324116223102059
"7384",6635,"A L Pierce","Connecticut Mun Elec Engy Coop","4180","CT","New Haven",84,3520,0.478364861926506
"7397",6643,"Greg Avenue","Metropolitan Water District of S CA","12397","CA","Los Angeles",1,0,0
"7403",6650,"Mexico","Union Electric Co - (MO)","19436","MO","Audrain",60.7,312,0.0586761752160863
"7404",6651,"Moberly","Union Electric Co - (MO)","19436","MO","Randolph",60.6,279,0.0525566255255663
"7405",6652,"Moreau","Union Electric Co - (MO)","19436","MO","Cole",60.8,279,0.052383741888969
"7407",6702,"Pelican","Pelican Utility","29297","AK","Skagway Hoonah Angoon",2.4,1309,6.22621765601218
"7446",6741,"Rock Lake CT","Great River Energy","7570","MN","Pine",25,245,0.111872146118721
"7455",6776,"West Station (NJ)","City of Vineland - (NJ)","19856","NJ","Cumberland",27,1154,0.487907999323524
"7459",6791,"Augusta Electric Plant No 2","City of Augusta - (KS)","998","KS","Butler",20.7,1901,1.04835329671542
"7469",6824,"St Bonifacius","Great River Energy","7570","MN","Carver",61.2,608,0.113409138388993
"7470",7011,"Hugoton 2","City of Hugoton - (KS)","9011","KS","Stevens",19.2,55,0.0327007229832572
"7478",7013,"East 12th Street","City of Winfield - (KS)","20813","KS","Cowley",28.1,3574,1.45192479565804
"7481",7018,"Chanute 3","City of Chanute","3355","KS","Neosho",34.8,291,0.0954574082821603
"7486",7028,"Whitehead","City of Springville - (UT)","17845","UT","Utah",31,10131,3.73066725585506
"7494",7032,"Gravel Neck","Virginia Electric & Power Co","19876","VA","Surry",407.7,91390,2.55890321359492
"7502",7039,"Lake (WY)","NorthWestern Energy","13902","WY","Teton",2.7,38,0.160662946051074
"7514",7058,"Solon Diesel","Dahlberg Light & Power Co","4715","WI","Douglas",8,0,0
"7522",7060,"Sibley No Two","City of Sibley - (IA)","17141","IA","Osceola",1.1,15,0.155666251556662
"7523",7063,"McIntosh (AL)","PowerSouth Energy Cooperative","189","AL","Washington",676,432523,7.3039603090973
"7535",7080,"St George Red Rock","City of St George","17874","UT","Washington",14,599,0.488421395955643
"7571",7131,"Brandon Station","City of Lubbock - (TX)","11292","TX","Lubbock",21,13133,7.13905196781909
"7576",7138,"Forked River","Forked River Power, LLC","61358","NJ","Ocean",76.8,8651,1.28588161149163
"7578",7145,"Pleasant Hill","MidAmerican Energy Co","12341","IA","Polk",179.8,12872,0.817244934757544
"7581",7146,"Wading River","National Grid Generation LLC","56505","NY","Suffolk",238.5,12886,0.61677340302308
"7587",7151,"Stony Gorge","City of Santa Clara - (CA)","16655","CA","Glenn",5,4343,9.91552511415525
"7597",7155,"Lime Creek","Interstate Power and Light Co","9417","IA","Cerro Gordo",90.2,1845,0.233499377334994
"7599",7158,"Woodsdale","Duke Energy Kentucky Inc","55729","OH","Butler",571.8,116441,2.32465050685091
"7605",7159,"Concord","Wisconsin Electric Power Co","20847","WI","Jefferson",381.6,142667,4.26786876693183
"7626",7174,"Gwitchyaa Zhee","Gwitchyaa Zhee Utility Co","7833","AK","Yukon Koyukuk",2.8,2398,9.77658186562296
"7649",7203,"South Fond Du Lac","Wisconsin Power & Light Co","20856","WI","Fond Du Lac",381.6,63285,1.89316432612504
"7654",7212,"Darbytown","Virginia Electric & Power Co","19876","VA","Henrico",368.4,85266,2.6421177100531
"7660",7229,"Black Butte","City of Santa Clara - (CA)","16655","CA","Tehama",6.1,4339,8.11999401152781
"7661",7231,"Gianera","City of Santa Clara - (CA)","16655","CA","Santa Clara",64.6,8019,1.41704482802494
"7666",7237,"Angus Anson","Northern States Power Co - Minnesota","13781","SD","Minnehaha",405.7,120297,3.38489875439372
"7686",7247,"Watertown Power Plant","Missouri Basin Muni Power Agny","12710","SD","Codington",67.5,104,0.0175883646203281
"7708",7268,"491 E 48th Street","City of Holland","8723","MI","Allegan",161.7,50703,3.57947662252946
"7711",7270,"Paris (WI)","Wisconsin Electric Power Co","20847","WI","Kenosha",381.6,89686,2.68294755080746
"7715",7277,"Lincoln Combustion","Duke Energy Carolinas, LLC","5416","NC","Lincoln",1753.6,82484,0.536951513182015
"7731",7279,"O'Shaughnessy Hydro","City of Columbus - (OH)","4065","OH","Delaware",5.2,0,0
"7733",7281,"Gardner Energy Center","City of Gardner - (KS)","6949","KS","Johnson",39.2,35,0.0101924331376386
"7735",7283,"Paragould Turbine","Paragould Light & Water Comm","14446","AR","Greene",13.9,47,0.0385992575802372
"7740",7288,"Sherman Avenue","Calpine New Jersey Generation LLC","56606","NJ","Cumberland",112.8,59791,6.05093672074873
"7741",7294,"Central Energy Plant","Reedy Creek Improvement Dist","15776","FL","Orange",70,0,0
"7767",7315,"Almond Power Plant","Turlock Irrigation District","19281","CA","Stanislaus",223.5,169771,8.67125330718233
"7774",7318,"Van Sant Station","NAES Corporation - (DE)","54899","DE","Kent",45.1,6817,1.72549079164515
"7777",7335,"Richmond","Indiana Municipal Power Agency","9234","IN","Wayne",82.8,14825,2.04390289634483
"7779",7336,"Anderson","Indiana Municipal Power Agency","9234","IN","Madison",168.7,7094,0.480033996205201
"7782",7337,"Florence","Omya Inc","19794","VT","Rutland",9.2,0,0
"7785",7339,"Wellington 2","City of Wellington - (KS)","20315","KS","Sumner",20,1810,1.03310502283105
"7788",7348,"Robins","Georgia Power Co","7140","GA","Houston",183.8,29263,1.81747829932277
"7809",7392,"Poplar Bluff Generating Station","City of Poplar Bluff - (MO)","15229","MO","Butler",34.1,1812,0.606596231872414
"7814",7393,"Lakin Municipal","City of Lakin - (KS)","10628","KS","Kearny",4.4,0,0
"7818",7396,"Front Street","City of Chicopee - (MA)","3477","MA","Hampden",8.1,844,1.18946953041321
"7821",7397,"Falling Spring","Borough of Chambersburg","3329","PA","Franklin",7.2,1737,2.75399543378995
"7824",7398,"Water Street Station","City of Bay City - (MI)","1366","MI","Bay",12.6,781,0.70758135826629
"7826",7399,"Henry Station","City of Bay City - (MI)","1366","MI","Bay",15.4,1312,0.972543438296863
"7828",7400,"Salisbury City of","City of Salisbury - (MO)","16560","MO","Chariton",6.4,0,0
"7832",7405,"Shelbina Power #1","City of Shelbina - (MO)","17035","MO","Shelby",4.6,8,0.0198530871550526
"7834",7406,"Shelbina Power #2","City of Shelbina - (MO)","17035","MO","Shelby",6.6,38,0.0657257506572575
"7838",7408,"Payson","Payson City Corporation","14600","UT","Utah",9.7,4,0.00470743303676505
"7846",7414,"Thorne Bay Plant","Alaska Power and Telephone Co","219","AK","Prince of Wales Ketchikan",1,77,0.878995433789954
"7848",7415,"Lakefield Utilities","City of Lakefield - (MN)","10622","MN","Jackson",3.4,23,0.0772226698898738
"7850",7425,"Interstate","City of Springfield - (IL)","17828","IL","Sangamon",138.6,30355,2.5001317809537
"7853",7429,"Edenton Generators","Town of Edenton - (NC)","6710","NC","Chowan",2.4,95,0.451864535768645
"7856",7432,"Oxford (KS)","City of Oxford - (KS)","14276","KS","Sumner",5.1,0,0
"7869",7438,"Church Street Plant","City of Manassas - (VA)","11560","VA","Prince William",4.3,59,0.156631623659339
"7872",7439,"Godwin Drive Plant","City of Manassas - (VA)","11560","VA","Prince William",6.3,96,0.173950858882366
"7876",7440,"VMEA 1 Credit Gen","City of Manassas - (VA)","11560","VA","Prince William",13.2,185,0.159990314099903
"7884",7441,"VMEA Peaking Gen","City of Manassas - (VA)","11560","VA","Prince William",6.4,83,0.148045091324201
"7888",7447,"Pratt 2","City of Pratt- (KS)","15321","KS","Pratt",16,502,0.358162100456621
"7890",7449,"Combustion Turbine Project No 2","Northern California Power Agny","40613","CA","San Joaquin",50,11838,2.7027397260274
"7891",7450,"Alameda","Northern California Power Agny","40613","CA","Alameda",54.8,9563,1.99209245742092
"7893",7451,"Lodi","Northern California Power Agny","40613","CA","San Joaquin",27.4,3492,1.45485451454855
"7894",7452,"Roseville","City of Roseville - (CA)","16295","CA","Placer",54.8,2955,0.615563443655634
"7896",7456,"Rathdrum","Avista Corp","20169","ID","Kootenai",166.4,145074,9.95249934141201
"7905",7464,"Kake","Inside Passage Elec Coop, Inc","18963","AK","Wrangell Petersburg",3.1,2133,7.85461776403005
"7910",7469,"Madison Utilities","City of Madison - (NE)","11481","NE","Madison",5.8,23,0.0452684616595812
"7914",7470,"Marceline","City of Marceline - (MO)","11626","MO","Linn",8,9,0.0128424657534247
"7922",7480,"Rowesville Rd Plant","City of Orangeburg - (SC)","14164","SC","Orangeburg",9.6,13,0.0154585235920852
"7924",7481,"City Light & Water","City of Blue Hill - (NE)","20848","NE","Webster",1.3,6,0.0526870389884088
"7966",7497,"Croswell","City of Croswell - (MI)","4562","MI","Sanilac",5.1,0,0
"7979",7503,"Unalaska Power Module","City of Unalaska - (AK)","19454","AK","Aleutians West",1.1,201,2.08592777085928
"7982",7505,"Fergus Control Ctr","Otter Tail Power Co","14232","MN","Otter Tail",2,21,0.11986301369863
"7990",7515,"McPherson 3","City of McPherson - (KS)","12208","KS","McPherson",115.6,13016,1.28533282773222
"7998",7538,"Wayne County","Duke Energy Progress - (NC)","3046","NC","Wayne",979.7,458014,5.33680751213096
"8005",7546,"Ponca City","Oklahoma Municipal Power Authority","14077","OK","Kay",134.3,47434,4.03189887017751
"8019",7556,"State Farm","State Farm Insurance","56076","IL","McLean",5.1,22,0.049243441668905
"8024",7584,"Panora","City of Panora - (IA)","14433","IA","GUTHRIE",4.5,78,0.197869101978691
"8031",7593,"El Vado Dam","Los Alamos County","11204","NM","Rio Arriba",8,1598,2.28025114155251
"8034",7603,"Prospect Municipal","American Mun Power-Ohio, Inc","40577","OH","Marion",1.8,0,0
"8047",7690,"Pennsbury","Exelon Power","6035","PA","Bucks",6,140,0.266362252663623
"8049",7693,"Anaheim GT","City of Anaheim - (CA)","590","CA","Orange",49.2,38770,8.99552659910161
"8058",7709,"Dahlberg","Southern Power Co","17650","GA","Jackson",919,410888,5.10391978575084
"8080",7719,"Meridian","Tennessee Valley Authority","18642","MS","Lauderdale",9,39,0.0494672754946728
"8089",7723,"Nymans Plant Microgrid","Kodiak Electric Assn Inc","10433","AK","Kodiak Island",10,0,0
"8097",7749,"Essex","Associated Electric Coop, Inc","924","MO","Stoddard",121.2,33318,3.13813915638139
"8100",7754,"Nodaway","Associated Electric Coop, Inc","924","MO","Nodaway",315.6,10988,0.397445468803352
"8108",7758,"South Plant","Waverly Municipal Elec Utility","20214","IA","Bremer",12,75,0.0713470319634703
"8114",7759,"Georgetown","Indianapolis Power & Light Co","9273","IN","Marion",340,127147,4.26896991673382
"8118",7760,"Tilton","Tilton Energy LLC","56491","IL","Vermilion",188,85300,5.17949091615661
"8125",7764,"MPC Generating","SEPG Operating Services, LLC MPC","59421","GA","Walton",386.1,18529,0.547832853768927
"8127",7766,"Erie Energy Center","City of Erie - (KS)","5957","KS","Neosho",20,377,0.215182648401826
"8135",7767,"Bloomington Power Plant","City of St George","17874","UT","Washington",10.2,188,0.210403796221685
"8143",7770,"1515 S Caron Road","Rochelle Municipal Utilities","16179","IL","Ogle",4.2,272,0.739291150250054
"8146",7774,"Cleveland Peaking","American Mun Power-Ohio, Inc","40577","OH","Cuyahoga",10.8,707,0.747294097750719
"8152",7775,"Versailles Peaking","American Mun Power-Ohio, Inc","40577","OH","Darke",5.4,250,0.528496533062743
"8155",7776,"Napoleon Peaking","American Mun Power-Ohio, Inc","40577","OH","Henry",5.4,199,0.420683240317943
"8158",7777,"Dover Peaking","American Mun Power-Ohio, Inc","40577","OH","Tuscarawas",10.8,577,0.609884999154406
"8164",7778,"Orrville Peaking","American Mun Power-Ohio, Inc","40577","OH","Wayne",5.4,238,0.503128699475731
"8167",7779,"Bryan Peaking","American Mun Power-Ohio, Inc","40577","OH","Williams",10.8,547,0.578175207170641
"8173",7780,"Jackson Cntr Peaking","American Mun Power-Ohio, Inc","40577","OH","Shelby",1.8,79,0.50101471334348
"8174",7781,"Arcanum Peaking","American Mun Power-Ohio, Inc","40577","OH","Darke",1.8,99,0.627853881278539
"8175",7782,"Hamilton Peaking","American Mun Power-Ohio, Inc","40577","OH","Butler",32,2733,0.974957191780822
"8176",7783,"Bowling Green Peaking","American Mun Power-Ohio, Inc","40577","OH","Wood",32,3592,1.28139269406393
"8177",7784,"Allegany Cogen","Allegany Generating Station, LLC","58651","NY","Allegany",67,36224,6.17188032440537
"8183",7791,"Montpelier","American Mun Power-Ohio, Inc","40577","OH","Williams",10.8,526,0.555978352782006
"8189",7795,"Custer Energy Center","Manitowoc Public Utilities","11571","WI","Manitowoc",24.5,1642,0.765073152548691
"8190",7797,"Dominion/Lo Mar","City of Manassas - (VA)","11560","VA","Prince William",19.2,172,0.102264079147641
"8195",7798,"Gateway Gen","City of Manassas - (VA)","11560","VA","Prince William",3.6,37,0.117326230339929
"8211",7810,"Argyle","City of Argyle - (WI)","792","WI","Lafayette",2.3,134,0.665078419694262
"8217",7814,"Webb Forging","Central Electric Power","59159","SC","Union",5.8,40,0.0787277594079673
"8219",7818,"Alsey","Prairie Power, Inc","40307","IL","Scott",173,21066,1.39005463615488
"8231",7824,"Rockwood","Imperial Irrigation District","9216","CA","Imperial",49.8,1092,0.250316333828465
"8233",7825,"Fulton (AR)","Arkansas Electric Coop Corp","807","AR","Hempstead",154.8,103733,7.64965546942291
"8240",7827,"Shelby North","American Mun Power-Ohio, Inc","40577","OH","Richland",1.8,84,0.532724505327245
"8241",7828,"Shelby South","City of Shelby - (OH)","17043","OH","Richland",1.8,88,0.558092338914257
"8244",7831,"Beaver Island","Great Lakes Energy Coop","38084","MI","Charlevoix",3.3,60,0.20755500207555
"8263",7835,"Essential Power Rock Springs LLC","Essential Power Rock Springs LLC","56386","MD","Cecil",772.6,436851,6.45467714424519
"8279",7839,"Ladysmith","Virginia Electric & Power Co","19876","VA","Caroline",892.5,698227,8.93067546653365
"8285",7842,"Freedom Power Project","Southwestern Electric Coop Inc - (IL)","17697","IL","Fayette",71,1453,0.233616309730529
"8286",7843,"Pleasant Valley (MN)","Great River Energy","7570","MN","Mower",467.8,95261,2.32461380483015
"8289",7844,"Minnesota River","Minnesota Municipal Power Agny","12667","MN","Carver",49,549,0.127900475258597
"8309",7847,"Coon Rapids II","City of Coon Rapids","4305","IA","Carroll",5.4,71,0.150093015389819
"8312",7848,"Holden","Associated Electric Coop, Inc","924","MO","Johnson",321.3,149091,5.29708078056184
