"","OperatorName","PlantName","PlantState","County","OperatorID","PlantID","GeneratorID","UniqueID","NetGeneration2018","NameplateCapacityMW","Technology","EnergySource1","Status","OperatingMonth","OperatingYear","PlannedRetirementMonth","PlannedRetirementYear","CapacityFactor"
"1","Alabama Power Co","Barry","AL","Mobile",195,3,"1","195 3 1",23392,153.1,"Natural Gas Steam Turbine","NG","OP",2,1954,NA,NA,1.74416697237309
"2","Alabama Power Co","Barry","AL","Mobile",195,3,"2","195 3 2",23814,153.1,"Natural Gas Steam Turbine","NG","OP",7,1954,NA,NA,1.77563236491504
"3","Alabama Power Co","Barry","AL","Mobile",195,3,"4","195 3 4",827718,403.7,"Conventional Steam Coal","BIT","OP",12,1969,NA,NA,23.4055873580341
"4","Alabama Power Co","Barry","AL","Mobile",195,3,"5","195 3 5",2902472,788.8,"Conventional Steam Coal","BIT","OP",10,1971,NA,NA,42.004617151537
"5","Alabama Power Co","Barry","AL","Mobile",195,3,"A1CT","195 3 A1CT",1123175,170.1,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,75.3770277489202
"6","Alabama Power Co","Barry","AL","Mobile",195,3,"A1ST","195 3 A1ST",1203576,195.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,70.3865371659555
"7","Alabama Power Co","Barry","AL","Mobile",195,3,"A2C1","195 3 A2C1",1057679,170.1,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,70.9815472499389
"8","Alabama Power Co","Barry","AL","Mobile",195,3,"A2C2","195 3 A2C2",1047092,170.1,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,70.27104657749
"9","Alabama Power Co","Barry","AL","Mobile",195,3,"A2ST","195 3 A2ST",1142123,195.2,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,66.7926935960775
"10","Alabama Power Co","Barry","AL","Mobile",195,3,"A1CT2","195 3 A1CT2",1113875,170.1,"Natural Gas Fired Combined Cycle","NG","OP",5,2000,NA,NA,74.7528985098747
"11","Alabama Power Co","Gadsden","AL","Etowah",195,7,"1","195 7 1",156570,69,"Natural Gas Steam Turbine","NG","OP",4,1949,NA,NA,25.9033154655549
"12","Alabama Power Co","Gadsden","AL","Etowah",195,7,"2","195 7 2",32307,69,"Natural Gas Steam Turbine","NG","OP",7,1949,NA,NA,5.34494738931904
"13","Alabama Power Co","Gorgas","AL","Walker",195,8,"8","195 8 8",443823,187.5,"Conventional Steam Coal","BIT","OP",5,1956,4,2019,27.0211872146119
"14","Alabama Power Co","Gorgas","AL","Walker",195,8,"9","195 8 9",673567,190.4,"Conventional Steam Coal","BIT","OP",6,1958,4,2019,40.3840388895284
"15","Alabama Power Co","Gorgas","AL","Walker",195,8,"10","195 8 10",4380498,788.8,"Conventional Steam Coal","BIT","OP",10,1972,4,2019,63.3946309983606
"16","Alabama Power Co","Greene County","AL","Greene",195,10,"1","195 10 1",668528,299.2,"Natural Gas Steam Turbine","NG","OP",6,1965,NA,NA,25.5066783874197
"17","Alabama Power Co","Greene County","AL","Greene",195,10,"2","195 10 2",452820,269.2,"Natural Gas Steam Turbine","NG","OP",7,1966,NA,NA,19.2019988194346
"18","Alabama Power Co","E C Gaston","AL","Shelby",195,26,"1","195 26 1",787306,272,"Natural Gas Steam Turbine","NG","OP",5,1960,NA,NA,33.042321380607
"19","Alabama Power Co","E C Gaston","AL","Shelby",195,26,"2","195 26 2",1065307,272,"Natural Gas Steam Turbine","NG","OP",7,1960,NA,NA,44.7097015175933
"20","Alabama Power Co","E C Gaston","AL","Shelby",195,26,"3","195 26 3",704399,272,"Natural Gas Steam Turbine","NG","OP",6,1961,NA,NA,29.5628105694332
"21","Alabama Power Co","E C Gaston","AL","Shelby",195,26,"5","195 26 5",2770435,952,"Conventional Steam Coal","BIT","OP",8,1974,NA,NA,33.2205570584398
"22","Alabama Power Co","E C Gaston","AL","Shelby",195,26,"ST4","195 26 ST4",759631,244.8,"Natural Gas Steam Turbine","NG","OP",6,1962,NA,NA,35.4231485212045
"23","Cleco Power LLC","Dolet Hills","LA","DeSoto",3265,51,"1","3265 51 1",1483069,720.7,"Conventional Steam Coal","LIG","OP",4,1986,NA,NA,23.4910662071946
"24","PowerSouth Energy Cooperative","Charles R Lowman","AL","Washington",189,56,"1","189 56 1",13858,66,"Conventional Steam Coal","BIT","OP",6,1969,10,2020,2.39691434896914
"25","PowerSouth Energy Cooperative","Charles R Lowman","AL","Washington",189,56,"2","189 56 2",803954,236,"Conventional Steam Coal","BIT","OP",6,1978,10,2020,38.8879537187524
"26","PowerSouth Energy Cooperative","Charles R Lowman","AL","Washington",189,56,"3","189 56 3",438830,236,"Conventional Steam Coal","BIT","OP",6,1980,10,2020,21.2265884993422
"27","City of Grand Island - (NE)","Platte","NE","Hall",40606,59,"1","40606 59 1",536722,109.8,"Conventional Steam Coal","SUB","OP",12,1982,NA,NA,55.8011245020003
"28","City of Hastings - (NE)","Whelan Energy Center","NE","Adams",8245,60,"1","8245 60 1",319930,76.3,"Conventional Steam Coal","RC","OP",7,1981,NA,NA,47.8659102198124
"29","City of Hastings - (NE)","Whelan Energy Center","NE","Adams",8245,60,"2","8245 60 2",1057496,248,"Conventional Steam Coal","SUB","OP",6,2011,NA,NA,48.6769038149948
"30","Aurora Energy LLC","Aurora Energy LLC Chena","AK","Fairbanks North Star",986,79,"1","986 79 1",24171,5,"Conventional Steam Coal","SUB","OP",6,1952,NA,NA,55.1849315068493
"31","Aurora Energy LLC","Aurora Energy LLC Chena","AK","Fairbanks North Star",986,79,"2","986 79 2",12392,2.5,"Conventional Steam Coal","SUB","OP",6,1952,NA,NA,56.5844748858447
"32","Aurora Energy LLC","Aurora Energy LLC Chena","AK","Fairbanks North Star",986,79,"5","986 79 5",141256,20,"Conventional Steam Coal","SUB","OP",6,1975,NA,NA,80.6255707762557
"33","Tri-State G & T Assn, Inc","Escalante","NM","McKinley",30151,87,"1","30151 87 1",1289911,257,"Conventional Steam Coal","SUB","OP",12,1984,NA,NA,57.2957642627436
"34","Sunflower Electric Power Corp","Holcomb","KS","Finney",18315,108,"1","18315 108 1",1472215,348.7,"Conventional Steam Coal","SUB","OP",8,1983,NA,NA,48.1964648865388
"35","Arizona Public Service Co","Cholla","AZ","Navajo",803,113,"1","803 113 1",473189,113.6,"Conventional Steam Coal","SUB","OP",5,1962,NA,NA,47.5501840954402
"36","Arizona Public Service Co","Cholla","AZ","Navajo",803,113,"3","803 113 3",1225798,312.3,"Conventional Steam Coal","SUB","OP",5,1980,NA,NA,44.8066854110832
"37","Arizona Public Service Co","Cholla","AZ","Navajo",803,113,"4","803 113 4",1916020,414,"Conventional Steam Coal","SUB","OP",6,1981,NA,NA,52.831822292811
"38","Arizona Public Service Co","Ocotillo","AZ","Maricopa",803,116,"1","803 116 1",135447,113.6,"Natural Gas Steam Turbine","NG","OP",6,1960,1,2019,13.6109034343045
"39","Arizona Public Service Co","Ocotillo","AZ","Maricopa",803,116,"2","803 116 2",111273,113.6,"Natural Gas Steam Turbine","NG","OP",3,1960,1,2019,11.1816877291144
"40","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"1B","803 117 1B",275983,132,"Natural Gas Fired Combined Cycle","NG","OP",6,1976,NA,NA,23.8673550574236
"41","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"2B","803 117 2B",244684,132,"Natural Gas Fired Combined Cycle","NG","OP",6,1976,NA,NA,21.1605783866058
"42","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"3B","803 117 3B",212424,132,"Natural Gas Fired Combined Cycle","NG","OP",6,1976,NA,NA,18.3706932337069
"43","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"C4-1","803 117 C4-1",345579,91,"Natural Gas Fired Combined Cycle","NG","OP",6,2001,NA,NA,43.3512720156556
"44","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"C4-2","803 117 C4-2",0,44.6,"Natural Gas Fired Combined Cycle","NG","OP",6,2001,NA,NA,0
"45","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"C5-1","803 117 C5-1",592874,184.5,"Natural Gas Fired Combined Cycle","NG","OP",8,2003,NA,NA,36.6827535855267
"46","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"C5-2","803 117 C5-2",599136,184.5,"Natural Gas Fired Combined Cycle","NG","OP",8,2003,NA,NA,37.0702008389947
"47","Arizona Public Service Co","West Phoenix","AZ","Maricopa",803,117,"C5-3","803 117 C5-3",686163,200.6,"Natural Gas Fired Combined Cycle","NG","OP",8,2003,NA,NA,39.04741255685
"48","Arizona Public Service Co","Yucca","AZ","Yuma",803,120,"ST1","803 120 ST1",287994,86.7,"Natural Gas Steam Turbine","NG","OP",4,1959,NA,NA,37.9192934224455
"49","Tucson Electric Power Co","H Wilson Sundt Generating Station","AZ","Pima",24211,126,"4","24211 126 4",627030,173.3,"Natural Gas Steam Turbine","NG","OP",7,1967,NA,NA,41.3033855298833
"50","Tucson Electric Power Co","H Wilson Sundt Generating Station","AZ","Pima",24211,126,"ST1","24211 126 ST1",208970,108.8,"Natural Gas Steam Turbine","NG","OP",12,1958,12,2019,21.9255724550094
"51","Tucson Electric Power Co","H Wilson Sundt Generating Station","AZ","Pima",24211,126,"ST2","24211 126 ST2",240698,108.8,"Natural Gas Steam Turbine","NG","OP",10,1960,12,2019,25.2545410287403
"52","Tucson Electric Power Co","H Wilson Sundt Generating Station","AZ","Pima",24211,126,"ST3","24211 126 ST3",318236,113.6,"Natural Gas Steam Turbine","NG","OP",6,1962,NA,NA,31.9791465689112
"53","Public Service Co of Oklahoma","Oklaunion","TX","Wilbarger",15474,127,"1","15474 127 1",3320056,720,"Conventional Steam Coal","SUB","OP",12,1986,NA,NA,52.6391425672248
"54","South Carolina Public Service Authority","Cross","SC","Berkeley",17543,130,"1","17543 130 1",2815410,590.9,"Conventional Steam Coal","RC","OP",5,1995,NA,NA,54.3905628052866
"55","South Carolina Public Service Authority","Cross","SC","Berkeley",17543,130,"2","17543 130 2",107124,556.2,"Conventional Steam Coal","RC","OP",5,1984,NA,NA,2.19862767408984
"56","South Carolina Public Service Authority","Cross","SC","Berkeley",17543,130,"3","17543 130 3",2930138,591,"Conventional Steam Coal","RC","OP",1,2007,NA,NA,56.5974008916085
"57","South Carolina Public Service Authority","Cross","SC","Berkeley",17543,130,"4","17543 130 4",3691924,652,"Conventional Steam Coal","RC","OP",10,2008,NA,NA,64.6399557385775
"58","Seminole Electric Cooperative Inc","Seminole (FL)","FL","Putnam",21554,136,"1","21554 136 1",3980520,735.9,"Conventional Steam Coal","BIT","OP",2,1984,NA,NA,61.7471477475163
"59","Seminole Electric Cooperative Inc","Seminole (FL)","FL","Putnam",21554,136,"2","21554 136 2",3727913,735.9,"Conventional Steam Coal","BIT","OP",12,1984,NA,NA,57.8286240995867
"60","Salt River Project","Agua Fria","AZ","Maricopa",16572,141,"AF1","16572 141 AF1",40147,113.6,"Natural Gas Steam Turbine","NG","OP",1,1958,NA,NA,4.0343229468133
"61","Salt River Project","Agua Fria","AZ","Maricopa",16572,141,"AF2","16572 141 AF2",36229,113.6,"Natural Gas Steam Turbine","NG","OP",4,1957,NA,NA,3.64060791690784
"62","Salt River Project","Agua Fria","AZ","Maricopa",16572,141,"AF3","16572 141 AF3",68036,163.2,"Natural Gas Steam Turbine","NG","OP",4,1961,NA,NA,4.75898692810457
"63","Salt River Project","Kyrene","AZ","Maricopa",16572,147,"KY7","16572 147 KY7",550048,170,"Natural Gas Fired Combined Cycle","NG","OP",10,2002,NA,NA,36.9358044587698
"64","Salt River Project","Kyrene","AZ","Maricopa",16572,147,"KY7A","16572 147 KY7A",301721,122,"Natural Gas Fired Combined Cycle","NG","OP",10,2002,NA,NA,28.2319971554757
"65","Arizona Electric Pwr Coop Inc","Apache Station","AZ","Cochise",796,160,"ST1","796 160 ST1",121636,81.6,"Natural Gas Steam Turbine","NG","SB",11,1964,NA,NA,17.0164070194288
"66","Arizona Electric Pwr Coop Inc","Apache Station","AZ","Cochise",796,160,"ST2","796 160 ST2",899999,204,"Natural Gas Steam Turbine","NG","OP",1,1979,NA,NA,50.3625548392873
"67","Arizona Electric Pwr Coop Inc","Apache Station","AZ","Cochise",796,160,"ST3","796 160 ST3",694579,204,"Conventional Steam Coal","SUB","OP",9,1979,NA,NA,38.8675687169845
"68","Grand River Dam Authority","GREC","OK","Mayes",7490,165,"1","7490 165 1",-20508,540,"Natural Gas Steam Turbine","NG","OP",6,1981,NA,NA,-0.433536276002029
"69","Grand River Dam Authority","GREC","OK","Mayes",7490,165,"2","7490 165 2",421889,594,"Conventional Steam Coal","SUB","OP",10,1985,NA,NA,8.10788632135664
"70","Grand River Dam Authority","GREC","OK","Mayes",7490,165,"3CT","7490 165 3CT",1499223,369,"Natural Gas Fired Combined Cycle","NG","OP",12,2017,NA,NA,46.3805360656346
"71","Grand River Dam Authority","GREC","OK","Mayes",7490,165,"3ST","7490 165 3ST",781699,231.3,"Natural Gas Fired Combined Cycle","NG","OP",12,2017,NA,NA,38.5797862784697
"72","Entergy Arkansas LLC","Lake Catherine","AR","Hot Spring",814,170,"4","814 170 4",289084,552.5,"Natural Gas Steam Turbine","NG","OP",4,1970,6,2025,5.9729333250687
"73","Arkansas Electric Coop Corp","Thomas Fitzhugh","AR","Franklin",807,201,"1","807 201 1",72482,59,"Natural Gas Fired Combined Cycle","NG","OP",5,1963,NA,NA,14.024069344478
"74","Arkansas Electric Coop Corp","Thomas Fitzhugh","AR","Franklin",807,201,"2","807 201 2",200380,126,"Natural Gas Fired Combined Cycle","NG","OP",12,2002,NA,NA,18.1543089077336
"75","Arkansas Electric Coop Corp","Carl Bailey","AR","Woodruff",807,202,"1","807 202 1",14199,120,"Natural Gas Steam Turbine","NG","OP",7,1966,NA,NA,1.35074200913242
"76","Arkansas Electric Coop Corp","McClellan (AR)","AR","Ouachita",807,203,"1","807 203 1",61046,136,"Natural Gas Steam Turbine","NG","OP",5,1972,NA,NA,5.12405989793178
"77","JEA","St Johns River Power Park","FL",NA,9617,207,"1","9617 207 1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","JEA","St Johns River Power Park","FL",NA,9617,207,"2","9617 207 2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA",NA,54802,260,"6","54802 260 6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA",NA,54802,260,"7","54802 260 7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA","Monterey",54802,260,"ST1","54802 260 ST1",738626,233,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,36.1879985105924
"82","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA","Monterey",54802,260,"ST2","54802 260 ST2",714307,233,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,34.9965214494287
"83","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA","Monterey",54802,260,"CT1A","54802 260 CT1A",669262,233,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,32.7896015834754
"84","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA","Monterey",54802,260,"CT1B","54802 260 CT1B",708334,233,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,34.7038822584122
"85","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA","Monterey",54802,260,"CT2A","54802 260 CT2A",715141,233,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,35.0373821702236
"86","Dynegy -Moss Landing LLC","Dynegy Moss Landing Power Plant","CA","Monterey",54802,260,"CT2B","54802 260 CT2B",633113,233,"Natural Gas Fired Combined Cycle","NG","OP",7,2002,NA,NA,31.0185294060007
"87","NRG Texas Power LLC","Limestone","TX","Limestone",54888,298,"1","54888 298 1",4762578,893,"Conventional Steam Coal","SUB","OP",12,1985,NA,NA,60.8816671524337
"88","NRG Texas Power LLC","Limestone","TX","Limestone",54888,298,"2","54888 298 2",4785785,956.8,"Conventional Steam Coal","SUB","OP",12,1986,NA,NA,57.0989223018891
"89","NRG Cabrillo Power Ops Inc","Encina","CA",NA,13960,302,"2","13960 302 2",21264,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","NRG Cabrillo Power Ops Inc","Encina","CA",NA,13960,302,"3","13960 302 3",25612,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","NRG Cabrillo Power Ops Inc","Encina","CA",NA,13960,302,"4","13960 302 4",105694,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","NRG Cabrillo Power Ops Inc","Encina","CA",NA,13960,302,"5","13960 302 5",144148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","NRG Cabrillo Power Ops Inc","Encina","CA",NA,13960,302,"ST1","13960 302 ST1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","AES Alamitos LLC","AES Alamitos LLC","CA","Los Angeles",22148,315,"1","22148 315 1",31671,156,"Natural Gas Steam Turbine","NG","OP",9,1956,12,2019,2.31757112750263
"95","AES Alamitos LLC","AES Alamitos LLC","CA","Los Angeles",22148,315,"2","22148 315 2",87215,156,"Natural Gas Steam Turbine","NG","OP",2,1957,12,2019,6.38208347968622
"96","AES Alamitos LLC","AES Alamitos LLC","CA","Los Angeles",22148,315,"3","22148 315 3",286897,310,"Natural Gas Steam Turbine","NG","OP",12,1961,12,2020,10.5647738989542
"97","AES Alamitos LLC","AES Alamitos LLC","CA","Los Angeles",22148,315,"4","22148 315 4",273209,310,"Natural Gas Steam Turbine","NG","OP",6,1962,12,2020,10.0607232287524
"98","AES Alamitos LLC","AES Alamitos LLC","CA","Los Angeles",22148,315,"5","22148 315 5",126817,495,"Natural Gas Steam Turbine","NG","OP",3,1964,12,2020,2.92461141091278
"99","AES Alamitos LLC","AES Alamitos LLC","CA","Los Angeles",22148,315,"6","22148 315 6",152491,495,"Natural Gas Steam Turbine","NG","OP",9,1966,12,2019,3.51669664683363
"100","GenOn California South, LP","Etiwanda Generating Station","CA",NA,15908,331,"3","15908 331 3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","GenOn California South, LP","Etiwanda Generating Station","CA",NA,15908,331,"4","15908 331 4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","AES Huntington Beach LLC","AES Huntington Beach LLC","CA","Orange",23693,335,"1","23693 335 1",187077,218,"Natural Gas Steam Turbine","NG","OP",6,1958,12,2019,9.79624858615056
"103","AES Huntington Beach LLC","AES Huntington Beach LLC","CA","Orange",23693,335,"2","23693 335 2",132445,218,"Natural Gas Steam Turbine","NG","OP",12,1958,12,2020,6.93545515479033
"104","GenOn California South, LP","Mandalay","CA",NA,15908,345,"1","15908 345 1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","GenOn California South, LP","Mandalay","CA",NA,15908,345,"2","15908 345 2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","GenOn California South, LP","Ormond Beach","CA","Ventura",15908,350,"1","15908 350 1",94180,806,"Natural Gas Steam Turbine","NG","OP",8,1971,1,2021,1.33388853008827
"107","GenOn California South, LP","Ormond Beach","CA","Ventura",15908,350,"2","15908 350 2",91835,806,"Natural Gas Steam Turbine","NG","OP",3,1973,1,2021,1.30067586707003
"108","AES Redondo Beach LLC","AES Redondo Beach LLC","CA","Los Angeles",22484,356,"5","22484 356 5",28797,163.2,"Natural Gas Steam Turbine","NG","OP",10,1954,12,2020,2.01429458769809
"109","AES Redondo Beach LLC","AES Redondo Beach LLC","CA","Los Angeles",22484,356,"6","22484 356 6",25473,163.2,"Natural Gas Steam Turbine","NG","OP",7,1957,12,2020,1.78178720118184
"110","AES Redondo Beach LLC","AES Redondo Beach LLC","CA","Los Angeles",22484,356,"7","22484 356 7",97373,495,"Natural Gas Steam Turbine","NG","OP",2,1967,10,2019,2.24558369078917
"111","AES Redondo Beach LLC","AES Redondo Beach LLC","CA","Los Angeles",22484,356,"8","22484 356 8",122864,495,"Natural Gas Steam Turbine","NG","OP",7,1967,12,2020,2.83344864166782
"112","Southern California Edison Co","Mountainview Generating Station","CA","San Bernardino",17609,358,"MV3A","17609 358 MV3A",329345,164.6,"Natural Gas Fired Combined Cycle","NG","OP",12,2005,NA,NA,22.8411064320866
"113","Southern California Edison Co","Mountainview Generating Station","CA","San Bernardino",17609,358,"MV3B","17609 358 MV3B",239283,164.6,"Natural Gas Fired Combined Cycle","NG","OP",12,2005,NA,NA,16.5950248839029
"114","Southern California Edison Co","Mountainview Generating Station","CA","San Bernardino",17609,358,"MV3C","17609 358 MV3C",323623,189.2,"Natural Gas Fired Combined Cycle","NG","OP",12,2005,NA,NA,19.5260384990395
"115","Southern California Edison Co","Mountainview Generating Station","CA","San Bernardino",17609,358,"MV4A","17609 358 MV4A",413875,164.6,"Natural Gas Fired Combined Cycle","NG","OP",1,2006,NA,NA,28.7035264679283
"116","Southern California Edison Co","Mountainview Generating Station","CA","San Bernardino",17609,358,"MV4B","17609 358 MV4B",340496,164.6,"Natural Gas Fired Combined Cycle","NG","OP",1,2006,NA,NA,23.6144631790365
"117","Southern California Edison Co","Mountainview Generating Station","CA","San Bernardino",17609,358,"MV4C","17609 358 MV4C",445252,189.2,"Natural Gas Fired Combined Cycle","NG","OP",1,2006,NA,NA,26.8646162163206
"118","City of Glendale - (CA)","Grayson","CA","Los Angeles",7294,377,"1","7294 377 1",97,20,"Natural Gas Fired Combined Cycle","NG","OP",7,1977,NA,NA,0.055365296803653
"119","City of Glendale - (CA)","Grayson","CA","Los Angeles",7294,377,"2","7294 377 2",923,20,"Natural Gas Fired Combined Cycle","NG","OP",7,1977,NA,NA,0.526826484018265
"120","City of Glendale - (CA)","Grayson","CA","Los Angeles",7294,377,"3","7294 377 3",0,23,"Landfill Gas","LFG","OP",12,1953,NA,NA,0
"121","City of Glendale - (CA)","Grayson","CA","Los Angeles",7294,377,"4","7294 377 4",72554,50,"Natural Gas Steam Turbine","NG","OP",9,1959,NA,NA,16.5648401826484
"122","City of Glendale - (CA)","Grayson","CA","Los Angeles",7294,377,"5","7294 377 5",47035,50,"Natural Gas Steam Turbine","NG","OP",11,1964,NA,NA,10.7385844748858
"123","City of Glendale - (CA)","Grayson","CA","Los Angeles",7294,377,"8A","7294 377 8A",0,25.4,"Natural Gas Fired Combined Cycle","NG","OP",7,1977,NA,NA,0
"124","City of Glendale - (CA)","Grayson","CA","Los Angeles",7294,377,"8BC","7294 377 8BC",2280,55.1,"Natural Gas Fired Combined Cycle","NG","OP",7,1977,NA,NA,0.472366556447803
"125","Midwest Generations EME LLC","Joliet 29","IL","Will",12384,384,"7","12384 384 7",306605,660,"Natural Gas Steam Turbine","NG","OP",4,1965,NA,NA,5.30311678428117
"126","Midwest Generations EME LLC","Joliet 29","IL","Will",12384,384,"8","12384 384 8",321847,660,"Natural Gas Steam Turbine","NG","OP",3,1966,NA,NA,5.56674622941746
"127","Imperial Irrigation District","El Centro Hybrid","CA","Imperial",9216,389,"2","9216 389 2",54338,34.5,"Natural Gas Fired Combined Cycle","NG","OP",8,1952,NA,NA,17.9796174971875
"128","Imperial Irrigation District","El Centro Hybrid","CA","Imperial",9216,389,"4","9216 389 4",1831,81.6,"Natural Gas Steam Turbine","NG","OP",8,1968,NA,NA,0.256149834362969
"129","Imperial Irrigation District","El Centro Hybrid","CA","Imperial",9216,389,"2A","9216 389 2A",122184,89.9,"Natural Gas Fired Combined Cycle","NG","OP",6,1993,NA,NA,15.5149557346824
"130","Imperial Irrigation District","El Centro Hybrid","CA","Imperial",9216,389,"30","9216 389 30",196538,65.9,"Natural Gas Fired Combined Cycle","NG","OP",10,2012,NA,NA,34.0452879345348
"131","Imperial Irrigation District","El Centro Hybrid","CA","Imperial",9216,389,"31","9216 389 31",216050,43.2,"Natural Gas Fired Combined Cycle","NG","OP",10,2012,NA,NA,57.0908379841028
"132","Imperial Irrigation District","El Centro Hybrid","CA","Imperial",9216,389,"32","9216 389 32",162681,43.2,"Natural Gas Fired Combined Cycle","NG","OP",10,2012,NA,NA,42.9881722475901
"133","Los Angeles Department of Water & Power","Harbor","CA","Los Angeles",11208,399,"5","11208 399 5",8073,75,"Natural Gas Fired Combined Cycle","NG","OP",1,1995,NA,NA,1.22876712328767
"134","Los Angeles Department of Water & Power","Harbor","CA","Los Angeles",11208,399,"10A","11208 399 10A",9934,85.3,"Natural Gas Fired Combined Cycle","NG","OP",1,1995,NA,NA,1.32944696933198
"135","Los Angeles Department of Water & Power","Harbor","CA","Los Angeles",11208,399,"10B","11208 399 10B",11008,85.3,"Natural Gas Fired Combined Cycle","NG","OP",1,1995,NA,NA,1.47317819996039
"136","Los Angeles Department of Water & Power","Haynes","CA","Los Angeles",11208,400,"1","11208 400 1",40840,230,"Natural Gas Steam Turbine","NG","OP",9,1962,NA,NA,2.02700019853087
"137","Los Angeles Department of Water & Power","Haynes","CA","Los Angeles",11208,400,"2","11208 400 2",29640,230,"Natural Gas Steam Turbine","NG","OP",4,1963,NA,NA,1.4711137581894
"138","Los Angeles Department of Water & Power","Haynes","CA","Los Angeles",11208,400,"8","11208 400 8",1053457,264.3,"Natural Gas Fired Combined Cycle","NG","OP",1,2005,NA,NA,45.500434506934
"139","Los Angeles Department of Water & Power","Haynes","CA","Los Angeles",11208,400,"9","11208 400 9",850768,182.8,"Natural Gas Fired Combined Cycle","NG","OP",1,2005,NA,NA,53.1289030105013
"140","Los Angeles Department of Water & Power","Haynes","CA","Los Angeles",11208,400,"10","11208 400 10",874550,182.8,"Natural Gas Fired Combined Cycle","NG","OP",1,2005,NA,NA,54.6140453423658
"141","Los Angeles Department of Water & Power","Scattergood","CA","Los Angeles",11208,404,"1","11208 404 1",72866,163.2,"Natural Gas Steam Turbine","NG","OP",12,1958,12,2024,5.09683610887277
"142","Los Angeles Department of Water & Power","Scattergood","CA","Los Angeles",11208,404,"2","11208 404 2",39364,163.2,"Natural Gas Steam Turbine","NG","OP",7,1959,12,2024,2.75343584922553
"143","Los Angeles Department of Water & Power","Scattergood","CA","Los Angeles",11208,404,"4","11208 404 4",1068990,216.9,"Natural Gas Fired Combined Cycle","NG","OP",10,2015,NA,NA,56.2613286850199
"144","Los Angeles Department of Water & Power","Scattergood","CA","Los Angeles",11208,404,"5","11208 404 5",543837,118.9,"Natural Gas Fired Combined Cycle","NG","OP",11,2015,NA,NA,52.2134981623789
"145","Los Angeles Department of Water & Power","Valley (CA)","CA","Los Angeles",11208,408,"6","11208 408 6",416722,182.8,"Natural Gas Fired Combined Cycle","NG","OP",9,2003,NA,NA,26.0235254738567
"146","Los Angeles Department of Water & Power","Valley (CA)","CA","Los Angeles",11208,408,"7","11208 408 7",493323,182.8,"Natural Gas Fired Combined Cycle","NG","OP",9,2003,NA,NA,30.8071175923983
"147","Los Angeles Department of Water & Power","Valley (CA)","CA","Los Angeles",11208,408,"8","11208 408 8",579012,264.4,"Natural Gas Fired Combined Cycle","NG","OP",11,2003,NA,NA,24.9989637949972
"148","City of Pasadena - (CA)","Glenarm","CA","Los Angeles",14534,422,"GT5","14534 422 GT5",30634,71,"Natural Gas Fired Combined Cycle","NG","OP",12,2016,NA,NA,4.92539713164834
"149","City of Pasadena - (CA)","Glenarm","CA","Los Angeles",14534,422,"ST1","14534 422 ST1",6844,16,"Natural Gas Fired Combined Cycle","NG","OP",12,2016,NA,NA,4.88299086757991
